ref_hash,obj
105337483767914646_sc,116009.36138483328
105337483767914646_st,23748.056994625516
1053399148291039201_sc,122659.84589139176
1053399148291039201_st,55445.42797961381
1054881396892383323_sc,124526.51454587371
1054881396892383323_st,41397.88742915687
1055760083915480820_sc,127685.4185472928
1055760083915480820_st,100839.56344144663
1056749944537419493_sc,106051.30441355737
1056749944537419493_st,63702.096347255334
1058525390691423513_sc,123830.31202260708
1058525390691423513_st,11481.754057685213
1062274422372114651_sc,128634.35626769117
1062274422372114651_st,107787.76049511858
1069066119870904979_sc,127975.28027130065
1069066119870904979_st,97467.20882926078
1070673984959261173_sc,126948.7668060564
1070673984959261173_st,90552.30078399858
1071701264087131067_sc,126517.75082491405
1071701264087131067_st,51117.91959969491
1076086792264173440_sc,116052.1985427319
1076086792264173440_st,20405.08739659045
1078063581723896055_sc,124975.43997623202
1078063581723896055_st,73493.0463488375
1078643268919016184_sc,126037.40058219878
1078643268919016184_st,120425.37738301796
1080074517463091765_sc,119951.66466816375
1080074517463091765_st,77331.68551458129
108091152851614035_sc,129881.8925039478
108091152851614035_st,85854.10528190053
1082062519835461489_sc,122979.21135391014
1082062519835461489_st,26692.0713158029
1083324672128707147_sc,125453.43154100508
1083324672128707147_st,51740.88131391022
1084673948755476350_sc,118661.49593272223
1084673948755476350_st,44135.857810474816
108675559753870541_sc,124472.09584352537
108675559753870541_st,44913.57850474945
1090348823218637154_sc,127285.4186149694
1090348823218637154_st,100638.91013100382
1091213713572176533_sc,128634.35626769117
1091213713572176533_st,107787.76049511858
1092578651697005865_sc,128634.35626769117
1092578651697005865_st,107787.76049511858
109389620877102250_sc,118441.14573003321
109389620877102250_st,36817.028968808525
1095130837096278807_sc,119072.36509850332
1095130837096278807_st,85536.61941032008
1097690588650818183_sc,115965.35242844143
1097690588650818183_st,66513.56870647051
1098333517628887771_sc,122346.68311041631
1098333517628887771_st,110314.63810845524
1098698655660153317_sc,123876.10358565392
1098698655660153317_st,11151.899916218343
1100694657931150169_sc,111632.84192844256
1100694657931150169_st,53642.1863189192
1102680423242413676_sc,115734.22026451405
1102680423242413676_st,16665.691349918183
1106971792117053344_sc,132064.63523110468
1106971792117053344_st,116600.00720729196
1108571703275362862_sc,104855.9831348623
1108571703275362862_st,69286.5776357506
1109716870153151001_sc,127200.52356815709
1109716870153151001_st,97777.98873534224
1110652558277138855_sc,116765.6179670281
1110652558277138855_st,44572.24362452118
1111065470587874091_sc,132916.55430687772
1111065470587874091_st,96496.02345293363
111177788438165194_sc,122417.1892035628
111177788438165194_st,64819.83813216438
1113913537041480485_sc,121585.2398674562
1113913537041480485_st,97902.49606298609
1114026657194419748_sc,126954.44775625228
1114026657194419748_st,41363.82729246941
1114323564105303141_sc,111579.70494584645
1114323564105303141_st,20523.139931286078
1114508230319864946_sc,112957.71277534393
1114508230319864946_st,38632.84607007604
1115138041376043539_sc,125068.63464121493
1115138041376043539_st,66385.83942078691
1117590669569321964_sc,121346.3677152448
1117590669569321964_st,71650.4307711482
1117811498061299916_sc,127239.94202304729
1117811498061299916_st,80810.13941660612
1118296407046663101_sc,126517.1191419192
1118296407046663101_st,98457.07909070954
1119031235556320896_sc,122454.58951192113
1119031235556320896_st,48165.6176418783
11222455493472018_sc,126723.5711461349
11222455493472018_st,98416.8220357046
1123499146680162742_sc,111819.46000757463
1123499146680162742_st,99428.26801525032
1126070781577415060_sc,109330.52943508537
1126070781577415060_st,26652.400401846768
1126877271043713659_sc,128634.35626769117
1126877271043713659_st,107787.76049511858
1128648311587971120_sc,127408.57366809479
1128648311587971120_st,98825.72047386892
1128814228344083814_sc,128034.00880254821
1128814228344083814_st,90516.07053709614
1129766292147277557_sc,122198.00250454449
1129766292147277557_st,91428.83285396565
1131546864431701911_sc,123350.51540941322
1131546864431701911_st,19860.04750282069
1136031752303953778_sc,128212.1641807662
1136031752303953778_st,101016.03245408137
1136471390576544145_sc,127975.28027130065
1136471390576544145_st,98709.85608440133
1137626983589975828_sc,121029.81782634689
1137626983589975828_st,92197.97703659462
1145009605155104884_sc,124705.05334371634
1145009605155104884_st,40840.58228003363
1149958127364605785_sc,126828.46293467314
1149958127364605785_st,45288.54745440839
1151346651469575337_sc,119292.32858017721
1151346651469575337_st,68186.8702546929
1153540947733791830_sc,128204.90194304346
1153540947733791830_st,99905.53379951656
1156275031468463136_sc,128634.35626769117
1156275031468463136_st,107787.76049511858
1156694545460335017_sc,122791.55278852646
1156694545460335017_st,36219.20076026208
115885348859837276_sc,125117.80153036695
115885348859837276_st,28109.22239821384
1159207938497285892_sc,119337.2847005616
1159207938497285892_st,77589.90049719768
1160971248791325717_sc,110344.437427532
1160971248791325717_st,48159.8844114067
1161843904632575594_sc,128634.35626769117
1161843904632575594_st,107787.76049511858
1167633864786053186_sc,124470.01536108748
1167633864786053186_st,94197.17836463358
1168157541031578455_sc,125365.11514673945
1168157541031578455_st,51558.889509978675
1170926351229275807_sc,127900.59793000449
1170926351229275807_st,99869.80641024113
1175385689997483703_sc,127285.18377933663
1175385689997483703_st,99294.85301946702
1175791667336060650_sc,125728.96915909834
1175791667336060650_st,113900.1548414647
1176502947759067386_sc,128681.89852277351
1176502947759067386_st,114975.07983419571
1176818370378839086_sc,122856.40101439672
1176818370378839086_st,49144.45941165398
1179211379479512284_sc,125690.02691082524
1179211379479512284_st,103526.47820994708
1186516249413150404_sc,128804.9837642805
1186516249413150404_st,116679.7816644989
1187615102176685882_sc,134552.48480375443
1187615102176685882_st,89075.7692554351
1187995611677437206_sc,125636.18160131875
1187995611677437206_st,16165.158474651456
1190424870217036395_sc,115265.49387707422
1190424870217036395_st,61031.613307430365
1191960282997642823_sc,128634.35626769117
1191960282997642823_st,107787.76049511858
1194162776830151855_sc,117370.88342202984
1194162776830151855_st,27753.130389051345
1199641757841499367_sc,126608.1630088954
1199641757841499367_st,42272.77562677802
1200899806989014770_sc,129568.79802691416
1200899806989014770_st,111779.01684011945
1204574205636847942_sc,114403.03895180309
1204574205636847942_st,32111.568588514867
1205014055416064598_sc,121949.48208707529
1205014055416064598_st,65836.43633843449
1206234638304930993_sc,128634.35626769117
1206234638304930993_st,107787.76049511858
1207737003178589247_sc,124856.35838731324
1207737003178589247_st,95343.93400124215
1209201922567589129_sc,129118.95582528075
1209201922567589129_st,94911.97231314711
1209266135065312559_sc,125312.43427512523
1209266135065312559_st,68009.4338601292
1209684448831341752_sc,116588.55327780238
1209684448831341752_st,58845.37312538958
1216484723925399897_sc,113988.86199020312
1216484723925399897_st,94165.2003728987
1216551715294982491_sc,111390.15773740258
1216551715294982491_st,78864.60638478115
122031620643150233_sc,126471.7909170059
122031620643150233_st,81784.35010656455
1225293060838887434_sc,119907.53645388896
1225293060838887434_st,92975.56831505931
1227457012435462438_sc,115574.54309620695
1227457012435462438_st,101820.28992156684
1229609562842818924_sc,125852.99312132048
1229609562842818924_st,92880.01927332713
1231413972006880331_sc,129833.99999049079
1231413972006880331_st,110859.71000898331
1232605060713570544_sc,124511.71320627794
1232605060713570544_st,95187.18806553863
1233658583417535945_sc,114292.7811499712
1233658583417535945_st,55718.74501604762
1234527712464722201_sc,117628.52446219344
1234527712464722201_st,100205.51503577994
1236618452781354742_sc,128280.86149653367
1236618452781354742_st,82164.07121925073
123979484119113285_sc,125302.85811770115
123979484119113285_st,33408.879820790484
1248297595627780685_sc,116648.59593149788
1248297595627780685_st,73822.1480756754
125102898244387791_sc,114029.44058117473
125102898244387791_st,25121.543266249988
1251678112439909237_sc,127907.99868988742
1251678112439909237_st,72718.47084616264
1251711610192393941_sc,125765.86790935196
1251711610192393941_st,42889.08092013471
1252375118134913744_sc,126224.90451369512
1252375118134913744_st,66420.3179504503
1253893505327217043_sc,129362.13846736227
1253893505327217043_st,82853.05070003364
1257211796115020351_sc,127872.11159706331
1257211796115020351_st,100639.30836232544
1260244248473048882_sc,128083.40683715856
1260244248473048882_st,93880.59489967725
1264022936299507076_sc,117668.62564289042
1264022936299507076_st,68510.62476341779
1265362887592424102_sc,128634.35626769117
1265362887592424102_st,107787.76049511858
126760379585103536_sc,128752.54972394263
126760379585103536_st,91755.92090638459
1268668663105484535_sc,126462.74198678583
1268668663105484535_st,62027.42007468343
1268988768599406958_sc,128355.09172532744
1268988768599406958_st,115070.63554385741
1269617022810318893_sc,128114.72318611469
1269617022810318893_st,77837.16112721352
12710129175666777_sc,112147.43027245667
12710129175666777_st,66590.2528794242
127181479361225903_sc,128634.35626769117
127181479361225903_st,107787.76049511858
1280782500667332514_sc,113354.04594704193
1280782500667332514_st,63854.38231525531
1281391375697256626_sc,123223.23763215914
1281391375697256626_st,36901.786529292236
1281554246271544540_sc,125026.90369623041
1281554246271544540_st,102743.97201091006
1283079572748604544_sc,109912.68216619264
1283079572748604544_st,56189.47849489413
1284329121151747079_sc,116421.47753718836
1284329121151747079_st,102687.34963192767
1286394024293955508_sc,128024.17096837559
1286394024293955508_st,91858.42171541438
12880076216702587_sc,122779.1790967409
12880076216702587_st,6563.205940827867
1289461437081782083_sc,126335.74225631161
1289461437081782083_st,8648.570559722171
1293570292730365189_sc,127697.43317240004
1293570292730365189_st,74774.3161587309
1293698919678093585_sc,123038.92780215324
1293698919678093585_st,88682.26153578688
1295673566983281594_sc,123562.4317425983
1295673566983281594_st,87717.45902156815
12977391562678610_sc,105992.64393849918
12977391562678610_st,31407.090849969907
1299921942054010422_sc,118521.97102471118
1299921942054010422_st,96337.67250566251
130079406502638965_sc,110368.99234961942
130079406502638965_st,80182.53161165224
1301976825595357150_sc,126069.1348976241
1301976825595357150_st,74587.72414187832
1302737911806151146_sc,128634.35626769117
1302737911806151146_st,107787.76049511858
1307116007931231623_sc,119088.81438402309
1307116007931231623_st,61536.132809598865
1310258515916187559_sc,114006.97013246376
1310258515916187559_st,113784.1942360291
1311716395227719150_sc,127008.9210834092
1311716395227719150_st,79914.69945863046
1311884661988038994_sc,95699.16915223791
1311884661988038994_st,104120.1951602812
1313615473299479354_sc,131034.48062281331
1313615473299479354_st,110096.44218299043
1313764485732247479_sc,127807.32432662466
1313764485732247479_st,98263.26734026764
1315792885380883436_sc,122130.34872999406
1315792885380883436_st,79226.31673638617
1319359126470626650_sc,124485.49854675039
1319359126470626650_st,82086.79624209256
1319530529617838683_sc,123989.5367054308
1319530529617838683_st,35878.37159918834
1319647639949654011_sc,122923.67529145512
1319647639949654011_st,36724.19070289375
1320285155686563936_sc,124637.40683017913
1320285155686563936_st,40492.396618378545
1320698541748474698_sc,120681.74693761654
1320698541748474698_st,84527.83629077853
1321931638565151894_sc,101288.95387585717
1321931638565151894_st,31226.683596463547
1325299270880328289_sc,124057.98658327815
1325299270880328289_st,95579.2917373309
1327834472616354686_sc,121400.22644518375
1327834472616354686_st,2289.6652912027444
1328371665987429740_sc,101982.80354138232
1328371665987429740_st,69222.70035532607
1334979714748379384_sc,128593.0174472165
1334979714748379384_st,117932.1375104984
1337817839840024265_sc,126184.84009143636
1337817839840024265_st,76652.66768032561
133862296273929010_sc,112501.18725301017
133862296273929010_st,67347.08712094776
1339357409349811507_sc,124418.6427366643
1339357409349811507_st,91449.59328375525
1340306399366036773_sc,123167.09931534654
1340306399366036773_st,36618.87138381423
134252899899870481_sc,107288.46201412646
134252899899870481_st,101380.02294531725
1343304896887941153_sc,123120.09109706899
1343304896887941153_st,31512.084931207006
1343610696446705241_sc,120539.13184397537
1343610696446705241_st,96332.03475536066
1343846973671863229_sc,117617.89558966467
1343846973671863229_st,14787.619034623785
1344094560572816090_sc,125168.91586416194
1344094560572816090_st,92560.15070507364
1346626463765194606_sc,119252.7869787264
1346626463765194606_st,71505.93500230517
1352341197795597622_sc,124348.5947874607
1352341197795597622_st,52359.300128515795
135238190226173630_sc,111640.96154332288
135238190226173630_st,106037.77499122242
1353263670976574129_sc,105811.99774711851
1353263670976574129_st,35766.1485324079
13538278622181869_sc,115012.83942483662
13538278622181869_st,89831.56848254649
1357410736932166810_sc,91441.33082336096
1357410736932166810_st,57753.42200384242
1358413347723403971_sc,128634.35626769117
1358413347723403971_st,107787.76049511858
1362414875645754903_sc,116825.9159796326
1362414875645754903_st,20747.02388257627
1363698198585598240_sc,128577.25074667094
1363698198585598240_st,110364.62914711567
1364647366087403809_sc,118553.98664103377
1364647366087403809_st,81697.6459627331
1368635821614525643_sc,128634.35626769117
1368635821614525643_st,107787.76049511858
1368648383437916310_sc,110260.67040828461
1368648383437916310_st,91013.26417003362
1377832923059903066_sc,120051.14724123335
1377832923059903066_st,18051.545718503112
1379699859413237664_sc,126181.01386309932
1379699859413237664_st,99084.65119214432
1380962370594749522_sc,130272.76781511643
1380962370594749522_st,83234.18798014717
1382829534454032345_sc,120902.95313381213
1382829534454032345_st,115849.03517295589
1385715509195499069_sc,119316.90429076576
1385715509195499069_st,27423.311582625774
1387114378850828264_sc,126980.30841313596
1387114378850828264_st,20354.93782879429
1389885607828963485_sc,121518.07703474569
1389885607828963485_st,42688.16422785467
1394811243445482525_sc,122410.36859592542
1394811243445482525_st,70672.12021066787
1395269098318536492_sc,113907.99373169366
1395269098318536492_st,83965.91954845602
1400075890161845268_sc,125564.9859110662
1400075890161845268_st,87994.41858867454
1400708258671251084_sc,121134.53814739188
1400708258671251084_st,49893.58658643137
1401236653722021257_sc,122916.7857662638
1401236653722021257_st,113375.68555082382
1404411859457035750_sc,103340.76871937777
1404411859457035750_st,57925.41619448706
1404448451510586910_sc,123361.7376959482
1404448451510586910_st,53259.77486839551
1405078374337581334_sc,125164.61584979315
1405078374337581334_st,67100.52492428296
1405787563688548883_sc,108102.25104591048
1405787563688548883_st,101047.174338266
1405946286287450031_sc,126320.1480808309
1405946286287450031_st,29466.64786013638
1407405697773200982_sc,102317.00846189416
1407405697773200982_st,63157.81403270411
1409860811222483843_sc,122089.8060741234
1409860811222483843_st,75035.41727661621
1410718164519785502_sc,123298.26675503231
1410718164519785502_st,51497.14127046973
141185236309213124_sc,110807.70480322669
141185236309213124_st,30409.35313409432
1414751606152167615_sc,130134.85720118243
1414751606152167615_st,104516.01420791706
1415274408925640121_sc,112615.28734549142
1415274408925640121_st,65749.20290862542
1416278477638614719_sc,127404.07803752451
1416278477638614719_st,67619.89868409367
1419354839057038471_sc,115542.41000981537
1419354839057038471_st,98945.1435578783
1432518504296468150_sc,122096.44058359541
1432518504296468150_st,96031.09154300888
1435877564557012951_sc,116608.88205579954
1435877564557012951_st,91802.25980198062
143620778860167232_sc,114892.61272746496
143620778860167232_st,86697.75409664439
1437959286938859386_sc,112178.85200998724
1437959286938859386_st,104614.52829411339
1437969918229546366_sc,124369.20653652748
1437969918229546366_st,106505.40030893976
1440198406831417758_sc,119376.52356033468
1440198406831417758_st,94079.08491739734
1442246240574869187_sc,124753.15136288774
1442246240574869187_st,7625.969745114202
1443196661695947486_sc,120579.75719448886
1443196661695947486_st,13258.03650088932
144510415764152026_sc,127094.14287674728
144510415764152026_st,83408.34962647983
1448251469825515781_sc,117413.06340532629
1448251469825515781_st,46372.2949825542
144858825658199154_sc,122167.27808412204
144858825658199154_st,75068.68590163827
1448618883257823284_sc,122691.62481667823
1448618883257823284_st,77477.15959218457
1455406734324235174_sc,96553.01542499667
1455406734324235174_st,54531.54647965635
1456159922209789941_sc,115787.38800731846
1456159922209789941_st,103776.58271064691
1458575463379897371_sc,123888.7428076192
1458575463379897371_st,29940.680500508992
146206268035953838_sc,125287.51743665103
146206268035953838_st,29398.62559620369
1462310992362977115_sc,130902.50855051145
1462310992362977115_st,104590.67654882015
1462631094364743739_sc,112202.26349102812
1462631094364743739_st,82860.22576462656
1462900288741887152_sc,127662.81472840607
1462900288741887152_st,87508.09570085979
146349373354039130_sc,118297.53368458942
146349373354039130_st,73625.96856028875
1463737277041413876_sc,125726.52101489334
1463737277041413876_st,96408.23932354414
1466387357519076668_sc,125492.67037801318
1466387357519076668_st,20228.352812823232
1469112136497229420_sc,125739.56356910043
1469112136497229420_st,70145.64419428741
1469891437001939430_sc,123518.66550215145
1469891437001939430_st,53608.0061864585
1471369522643687852_sc,116356.07124879798
1471369522643687852_st,98990.71133234943
1474374544316597063_sc,114865.40893731109
1474374544316597063_st,111075.4596567295
1474838723237605457_sc,126856.82260390157
1474838723237605457_st,90952.13537840582
1477883150977764521_sc,127344.3667952054
1477883150977764521_st,101610.69193732677
1479681329485066994_sc,125342.92206206817
1479681329485066994_st,5740.840559563842
148388802174309925_sc,127792.20088456357
148388802174309925_st,49103.53437532788
1484551776661218764_sc,119096.33424765567
1484551776661218764_st,3367.364477832819
1485566267036074672_sc,124004.81420420548
1485566267036074672_st,118079.29548113751
1485585519590186498_sc,125860.47533765383
1485585519590186498_st,71655.21112508488
1485710806967558837_sc,126227.61810384445
1485710806967558837_st,70156.21096230588
1490775021605137609_sc,127285.18377933663
1490775021605137609_st,100195.65939342853
149145192403446337_sc,127285.18377933663
149145192403446337_st,100394.33593305791
1491766937226493605_sc,128634.35626769117
1491766937226493605_st,107787.76049511858
1495680085352673226_sc,125962.27082994921
1495680085352673226_st,91517.59208622132
1496724042025426431_sc,125329.43892341036
1496724042025426431_st,14059.309776099155
1497128270570315821_sc,121178.7174720503
1497128270570315821_st,100154.12116965755
1503622930668825341_sc,119943.23691562557
1503622930668825341_st,12308.551405636603
1505582288748773676_sc,124210.73418677636
1505582288748773676_st,80916.95188204208
1505707263781865790_sc,128394.37253647143
1505707263781865790_st,88999.19268716962
1507725753842469617_sc,122635.34261761408
1507725753842469617_st,52846.66419067706
1509545633114961619_sc,128634.35626769117
1509545633114961619_st,107787.76049511858
1513880118499895475_sc,129672.80835921143
1513880118499895475_st,93730.19455747232
151719194698470862_sc,125990.36358887357
151719194698470862_st,97494.75264484508
1519771825716243940_sc,112957.78564359111
1519771825716243940_st,67243.93037101785
1521407447410849866_sc,119753.20871100346
1521407447410849866_st,102174.00169712701
1522064661862584327_sc,125352.99807604664
1522064661862584327_st,91608.02559951346
1522174467525920419_sc,126750.92847168352
1522174467525920419_st,79125.01879297763
1522517226455603717_sc,128837.08428592846
1522517226455603717_st,115792.98885088539
1526533209361572178_sc,119636.8802667956
1526533209361572178_st,110512.77357963323
1526589386802120877_sc,128595.57188395134
1526589386802120877_st,112387.06839210396
1532920640971142763_sc,113609.91219148552
1532920640971142763_st,43643.7391995421
1535179488604428892_sc,128634.35626769117
1535179488604428892_st,107787.76049511858
1540895757038675521_sc,123759.0569566707
1540895757038675521_st,89135.49882458866
1541360754262871055_sc,128634.35626769117
1541360754262871055_st,107787.76049511858
1541943482926064403_sc,116467.60915398475
1541943482926064403_st,85508.75776483986
1542252940507519186_sc,128634.35626769117
1542252940507519186_st,107787.76049511858
1544952069069412264_sc,128634.35626769117
1544952069069412264_st,107787.76049511858
1546380888258110620_sc,114060.79502430161
1546380888258110620_st,105172.73301195302
1552048892636076688_sc,125542.16018529459
1552048892636076688_st,97113.65918967585
1554217736630697432_sc,124225.83552955063
1554217736630697432_st,68402.5954562821
1557657670234529677_sc,128634.35626769117
1557657670234529677_st,107787.76049511858
1559985950264706026_sc,122748.63505463183
1559985950264706026_st,92634.70488762997
1563149421968177217_sc,128448.02421495269
1563149421968177217_st,110510.98690574708
1568239518763418505_sc,122244.56029791664
1568239518763418505_st,90639.47715834921
1571815441379711120_sc,122717.44730983721
1571815441379711120_st,50554.9445003938
1572073024204691574_sc,125678.5683240378
1572073024204691574_st,98102.69284405436
15755635624013585_sc,124931.61115859158
15755635624013585_st,78319.78165888035
1578493458135285912_sc,122664.11587973237
1578493458135285912_st,54640.82045208873
1579648092439095955_sc,128634.35626769117
1579648092439095955_st,107787.76049511858
1582245318038800705_sc,126935.07033344948
1582245318038800705_st,48958.62342225777
1585273182248364632_sc,124172.60550942406
1585273182248364632_st,106462.01268370691
1586011569157541229_sc,128771.27725563828
1586011569157541229_st,118578.41075885088
1586308550876044716_sc,128634.35626769117
1586308550876044716_st,107787.76049511858
15864059592995091_sc,121449.44458969483
15864059592995091_st,81030.93061283785
158642282115857939_sc,129085.45004078999
158642282115857939_st,29146.367122973526
1587423418122753177_sc,121484.60203888176
1587423418122753177_st,34932.29411294686
1592232433995993602_sc,128680.69100443207
1592232433995993602_st,89273.12439554956
1593315082014178993_sc,125003.55696260995
1593315082014178993_st,48313.70053931925
1594304834872461088_sc,124324.66914673113
1594304834872461088_st,49583.93630456844
1595135091194264808_sc,128634.35626769117
1595135091194264808_st,107787.76049511858
1595181852111961835_sc,125219.67402774436
1595181852111961835_st,65064.79399611856
1598279014358140630_sc,127894.11230719586
1598279014358140630_st,93077.8763779621
1609139111614355686_sc,119812.0225043415
1609139111614355686_st,92595.31524561731
1609275904163020719_sc,123914.3628485197
1609275904163020719_st,73633.81165036366
1609949567718682385_sc,126751.78778587074
1609949567718682385_st,21072.121387564515
1610107188799256895_sc,125392.96671374538
1610107188799256895_st,51536.81873526232
1610494654440971107_sc,123733.70645289836
1610494654440971107_st,34168.88595136702
1610631182235861036_sc,129943.20607277165
1610631182235861036_st,81861.17399146067
1610830018249632088_sc,121074.6191447823
1610830018249632088_st,78340.86006548589
1619005863892213340_sc,112748.74593170774
1619005863892213340_st,76048.39559204281
1620044022477258303_sc,114123.99320752434
1620044022477258303_st,89102.68493986697
162252644031331242_sc,128634.35626769117
162252644031331242_st,107787.76049511858
1624621636247371157_sc,128256.93189788576
1624621636247371157_st,92496.05586353551
1624675199747986180_sc,119590.09157957215
1624675199747986180_st,100566.45692237935
1625527770358623312_sc,118115.26840348465
1625527770358623312_st,54859.29431246969
1626122822972650492_sc,125868.37671013158
1626122822972650492_st,87786.52325239987
1626240234331226893_sc,115794.11234595209
1626240234331226893_st,34387.58633736246
1628314475685116126_sc,117880.19479232287
1628314475685116126_st,97273.95549065739
1631312698088948141_sc,121773.50879735932
1631312698088948141_st,35830.93351561803
1632976817520709726_sc,120345.87279891488
1632976817520709726_st,-266.359562904072
1634650407908315198_sc,125529.39647211788
1634650407908315198_st,113159.0166309358
1634912018741747313_sc,91030.04834918807
1634912018741747313_st,101981.14639207121
1635806999972794207_sc,105091.28003057942
1635806999972794207_st,57824.145767102345
1638155133101635232_sc,123665.97319395347
1638155133101635232_st,55873.23668114231
1640419309626397644_sc,128699.64605196346
1640419309626397644_st,90448.78643499086
1644684818861378247_sc,125455.68906095896
1644684818861378247_st,49587.48167699627
1645117383971795261_sc,126929.59645953911
1645117383971795261_st,113065.83100691189
1645448724794614846_sc,126546.89727734722
1645448724794614846_st,113633.54877681457
1646244151176203402_sc,119683.45767788719
1646244151176203402_st,10934.478131178495
1647303115721594711_sc,128634.35626769117
1647303115721594711_st,107787.76049511858
1648484391049043683_sc,126974.34072863062
1648484391049043683_st,88098.55921649624
1649462786324867670_sc,116559.12808644751
1649462786324867670_st,7509.610339413175
1649470682218050050_sc,131244.05444807076
1649470682218050050_st,111776.92158476805
165054203039707364_sc,122483.00697465413
165054203039707364_st,115660.22440658357
1651298545102448143_sc,112772.94240855468
1651298545102448143_st,63409.028564790715
1652973856044692882_sc,115966.88144113171
1652973856044692882_st,20778.177367795684
1654414320062233188_sc,129627.63863222778
1654414320062233188_st,97708.14418472908
1654931404191930561_sc,123075.66064927311
1654931404191930561_st,103289.10214639717
1656202871077543672_sc,126827.35618639886
1656202871077543672_st,73686.98567413364
166111167582199775_sc,106458.70348233398
166111167582199775_st,52408.844588353
1672980903727097060_sc,122525.34692557345
1672980903727097060_st,77063.58224140453
1675618435344112751_sc,128634.35626769117
1675618435344112751_st,107787.76049511858
167645149541424501_sc,121753.66500962256
167645149541424501_st,100436.69896609883
1676599343673733996_sc,129148.99595620089
1676599343673733996_st,69464.02022537951
1677397424183807063_sc,118441.76949779736
1677397424183807063_st,111502.49647516431
1678574764210748596_sc,124746.3195260516
1678574764210748596_st,74729.51982311821
1680454818764604919_sc,123895.52884026857
1680454818764604919_st,92410.73306664656
1683583979368839453_sc,122077.1905301517
1683583979368839453_st,92922.48390283168
1683636821685901692_sc,127381.22974163732
1683636821685901692_st,113160.58135430157
1683915131500129075_sc,126383.12314788878
1683915131500129075_st,93599.3794994604
1686771719211427260_sc,121088.27936367157
1686771719211427260_st,60703.172818062456
1686829829798908901_sc,122507.13485926272
1686829829798908901_st,14410.879850695035
1688759174245788636_sc,110607.94042318634
1688759174245788636_st,99731.19287429519
1689253659802783461_sc,120871.2430919435
1689253659802783461_st,64334.15427927828
1694964200543302757_sc,125158.706915467
1694964200543302757_st,43156.68529257749
1695017415660355067_sc,125644.7711230324
1695017415660355067_st,62441.24337471082
1695705421328710963_sc,124265.89837305942
1695705421328710963_st,30089.02932754676
169673203379774697_sc,124129.92687157834
169673203379774697_st,100851.81148302018
1697296672196475600_sc,114974.82513511372
1697296672196475600_st,37999.01984775192
1698798402698483317_sc,128634.35626769117
1698798402698483317_st,107787.76049511858
1705620787460316875_sc,124173.12345270638
1705620787460316875_st,60158.06052262099
1706216513788387104_sc,110586.10831725475
1706216513788387104_st,92177.5059148171
1706794130450981051_sc,116857.14097860584
1706794130450981051_st,76564.32890798384
1713284802794931603_sc,119799.67154005983
1713284802794931603_st,68365.20121821952
1713575180422828175_sc,120497.68869706611
1713575180422828175_st,89654.75360649201
1717184228785145942_sc,131244.98328847776
1717184228785145942_st,8149.583775470778
171749671026400972_sc,126679.19923706366
171749671026400972_st,71223.28103861267
1718964734813976566_sc,128635.9618727047
1718964734813976566_st,100980.7246246678
1722479355356580286_sc,125326.70969767815
1722479355356580286_st,85286.70758462214
